"","Species","confidence","ARU.ID","Date","start.min","start.sec","True.Positive"
"321","Hermit Thrush",0.582612454891205,"SMM01","2023-06-26",43,18,NA
"322","Hermit Thrush",0.53033846616745,"SMM01","2023-06-26",43,39,NA
"323","Hermit Thrush",0.300584137439728,"SMM02","2023-06-09",28,45,NA
"324","Hermit Thrush",0.430408924818039,"SMM02","2023-06-09",51,54,NA
"325","Hermit Thrush",0.508391261100769,"SMM02","2023-06-10",53,27,NA
"326","Hermit Thrush",0.400331854820251,"SMM02","2023-06-21",40,27,NA
"327","Hermit Thrush",0.470536291599274,"SMM02","2023-06-21",52,48,NA
"328","Hermit Thrush",0.760890185832977,"SMM02","2023-06-23",59,39,NA
"329","Hermit Thrush",0.30839791893959,"SMM02","2023-06-25",33,9,NA
"330","Hermit Thrush",0.346876472234726,"SMM07","2023-06-14",48,42,NA
"331","Hermit Thrush",0.620149850845337,"SMM07","2023-06-14",52,18,NA
"332","Hermit Thrush",0.490226686000824,"SMM07","2023-06-21",52,15,NA
"333","Hermit Thrush",0.535957038402557,"SMM07","2023-06-21",56,39,NA
"334","Hermit Thrush",0.49158576130867,"SMM07","2023-06-21",59,24,NA
"335","Hermit Thrush",0.301078736782074,"SMM07","2023-06-23",54,57,NA
"336","Hermit Thrush",0.792481303215027,"SMM08","2023-06-11",53,45,NA
"337","Hermit Thrush",0.545154273509979,"SMM08","2023-06-12",35,21,NA
"338","Hermit Thrush",0.333729892969131,"SMM08","2023-06-12",36,0,NA
"339","Hermit Thrush",0.939193964004517,"SMM08","2023-06-21",57,27,NA
