"","start.min","start.sec","common_name","confidence","ARU.ID","ARU.Name","Date"
"243",0,57,"Acadian Flycatcher",0.0913275554776192,"66998","UF3-1",2024-05-17
"244",0,57,"Prothonotary Warbler",0.056712057441473,"66998","UF3-1",2024-05-17
"245",0,57,"Yellow-throated Warbler",0.0501001626253128,"66998","UF3-1",2024-05-17
"246",0,0,"Worm-eating Warbler",0.173707097768784,"66998","UF3-1",2024-05-17
"247",0,0,"Kentucky Warbler",0.127796277403831,"66998","UF3-1",2024-05-17
"248",0,0,"Prothonotary Warbler",0.0847218483686447,"66998","UF3-1",2024-05-17
"249",0,0,"Yellow-throated Warbler",0.0745494589209557,"66998","UF3-1",2024-05-17
"250",0,3,"Worm-eating Warbler",0.305721759796143,"66998","UF3-1",2024-05-17
"251",0,3,"Prothonotary Warbler",0.219862371683121,"66998","UF3-1",2024-05-17
"252",0,3,"Kentucky Warbler",0.133950859308243,"66998","UF3-1",2024-05-17
"253",0,3,"Swainson's Warbler",0.115182347595692,"66998","UF3-1",2024-05-17
"254",0,3,"Yellow-throated Warbler",0.0913005769252777,"66998","UF3-1",2024-05-17
"255",0,3,"Acadian Flycatcher",0.0625518187880516,"66998","UF3-1",2024-05-17
"256",0,6,"Worm-eating Warbler",0.0782091915607452,"66998","UF3-1",2024-05-17
"257",0,6,"Kentucky Warbler",0.0754439756274223,"66998","UF3-1",2024-05-17
"258",0,9,"Ovenbird",0.146525859832764,"66998","UF3-1",2024-05-17
"259",0,9,"Kentucky Warbler",0.0886433348059654,"66998","UF3-1",2024-05-17
"260",0,9,"Worm-eating Warbler",0.0806258544325829,"66998","UF3-1",2024-05-17
"261",0,9,"Yellow-throated Warbler",0.0795216634869576,"66998","UF3-1",2024-05-17
"262",0,9,"Tufted Titmouse",0.0622539930045605,"66998","UF3-1",2024-05-17
"263",0,12,"Worm-eating Warbler",0.097005732357502,"66998","UF3-1",2024-05-17
"264",0,12,"Yellow-throated Warbler",0.0790481939911842,"66998","UF3-1",2024-05-17
"265",0,12,"Ovenbird",0.0672308355569839,"66998","UF3-1",2024-05-17
"266",0,12,"Prothonotary Warbler",0.0540117211639881,"66998","UF3-1",2024-05-17
"267",0,15,"Worm-eating Warbler",0.181942120194435,"66998","UF3-1",2024-05-17
"268",0,15,"Yellow-throated Warbler",0.121262989938259,"66998","UF3-1",2024-05-17
"269",0,15,"Prothonotary Warbler",0.112331628799438,"66998","UF3-1",2024-05-17
"270",0,15,"Kentucky Warbler",0.0866604298353195,"66998","UF3-1",2024-05-17
"271",0,15,"Tufted Titmouse",0.0778404474258423,"66998","UF3-1",2024-05-17
"272",0,15,"Swainson's Warbler",0.0538244359195232,"66998","UF3-1",2024-05-17
"273",0,18,"Worm-eating Warbler",0.239570960402489,"66998","UF3-1",2024-05-17
"274",0,18,"Swainson's Warbler",0.21919509768486,"66998","UF3-1",2024-05-17
"275",0,18,"Kentucky Warbler",0.134354889392853,"66998","UF3-1",2024-05-17
"276",0,18,"Yellow-throated Warbler",0.116929963231087,"66998","UF3-1",2024-05-17
"277",0,18,"Acadian Flycatcher",0.10726161301136,"66998","UF3-1",2024-05-17
"278",0,18,"Hooded Warbler",0.0810316130518913,"66998","UF3-1",2024-05-17
"279",0,18,"Prothonotary Warbler",0.0584618262946606,"66998","UF3-1",2024-05-17
"280",0,21,"Worm-eating Warbler",0.214971244335175,"66998","UF3-1",2024-05-17
"281",0,21,"Kentucky Warbler",0.17098180949688,"66998","UF3-1",2024-05-17
"282",0,21,"Swainson's Warbler",0.145045980811119,"66998","UF3-1",2024-05-17
"283",0,21,"Wood Thrush",0.139080852270126,"66998","UF3-1",2024-05-17
"284",0,21,"Acadian Flycatcher",0.0759535729885101,"66998","UF3-1",2024-05-17
"285",0,24,"Tufted Titmouse",0.105766877532005,"66998","UF3-1",2024-05-17
"286",0,24,"Kentucky Warbler",0.0774395912885666,"66998","UF3-1",2024-05-17
"287",0,24,"Worm-eating Warbler",0.0743287354707718,"66998","UF3-1",2024-05-17
"288",0,27,"Worm-eating Warbler",0.125543668866158,"66998","UF3-1",2024-05-17
"289",0,27,"Ovenbird",0.108766756951809,"66998","UF3-1",2024-05-17
"290",0,27,"Tufted Titmouse",0.106294997036457,"66998","UF3-1",2024-05-17
"291",0,27,"Prothonotary Warbler",0.0567064397037029,"66998","UF3-1",2024-05-17
"292",0,30,"Worm-eating Warbler",0.229394495487213,"66998","UF3-1",2024-05-17
"293",0,30,"Kentucky Warbler",0.0954525321722031,"66998","UF3-1",2024-05-17
"294",0,30,"Acadian Flycatcher",0.0624805316329002,"66998","UF3-1",2024-05-17
"295",0,30,"Yellow-throated Warbler",0.0602969899773598,"66998","UF3-1",2024-05-17
"296",0,30,"Swainson's Warbler",0.0564040578901768,"66998","UF3-1",2024-05-17
"297",0,30,"Ovenbird",0.0533584468066692,"66998","UF3-1",2024-05-17
"298",0,33,"Wood Thrush",0.0909761413931847,"66998","UF3-1",2024-05-17
"299",0,36,"Kentucky Warbler",0.0836719423532486,"66998","UF3-1",2024-05-17
"300",0,36,"Swainson's Warbler",0.0550372004508972,"66998","UF3-1",2024-05-17
"301",0,36,"Worm-eating Warbler",0.0532234944403172,"66998","UF3-1",2024-05-17
"302",0,36,"Yellow-throated Warbler",0.0510930940508842,"66998","UF3-1",2024-05-17
"303",0,39,"Worm-eating Warbler",0.250163346529007,"66998","UF3-1",2024-05-17
"304",0,39,"Kentucky Warbler",0.100714847445488,"66998","UF3-1",2024-05-17
"305",0,39,"Swainson's Warbler",0.0611433610320091,"66998","UF3-1",2024-05-17
"306",0,39,"Acadian Flycatcher",0.0555731728672981,"66998","UF3-1",2024-05-17
"307",0,42,"Worm-eating Warbler",0.255381017923355,"66998","UF3-1",2024-05-17
"308",0,42,"Downy Woodpecker",0.168489620089531,"66998","UF3-1",2024-05-17
"309",0,42,"Yellow-throated Warbler",0.0952068343758583,"66998","UF3-1",2024-05-17
"310",0,42,"Kentucky Warbler",0.0787330940365791,"66998","UF3-1",2024-05-17
